user_id,subscription_payment_date,monthly_subscription_fee,previous_monthly_subscription_fee,subscription_plan,language,age,churn,back_from_churn,sub_plan level,downgrade sub_plan,upgrade sub_plan
adc79a30-a921-4bb4-bb40-510155b2e332,2021-04-03,6.99,0,basic,de,36,0,0,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2021-05-03,6.99,6.99,basic,de,36,0,0,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2021-06-03,6.99,6.99,basic,de,36,1,0,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2021-09-03,6.99,6.99,basic,de,36,0,1,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2021-10-03,6.99,6.99,basic,de,36,0,0,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2021-11-03,6.99,6.99,basic,de,36,0,0,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2021-12-03,6.99,6.99,basic,de,36,0,0,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2022-01-03,6.99,6.99,basic,de,36,0,0,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2022-02-03,6.99,6.99,basic,de,36,0,0,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2022-03-03,6.99,6.99,basic,de,36,0,0,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2022-04-03,6.99,6.99,basic,de,36,0,0,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2022-05-03,6.99,6.99,basic,de,36,0,0,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2022-06-03,6.99,6.99,basic,de,36,0,0,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2022-07-03,6.99,6.99,basic,de,36,0,0,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2022-08-03,6.99,6.99,basic,de,36,0,0,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2022-09-03,6.99,6.99,basic,de,36,0,0,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2022-10-03,6.99,6.99,basic,de,36,0,0,1,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2022-11-03,9.99,6.99,standard,de,36,0,0,2,0,1
adc79a30-a921-4bb4-bb40-510155b2e332,2022-12-03,9.99,9.99,standard,de,36,0,0,2,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2023-01-03,9.99,9.99,standard,de,36,0,0,2,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2023-02-03,9.99,9.99,standard,de,36,0,0,2,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2023-03-03,9.99,9.99,standard,de,36,1,0,2,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2023-05-03,9.99,9.99,standard,de,36,0,1,2,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2023-06-03,9.99,9.99,standard,de,36,0,0,2,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2023-07-03,9.99,9.99,standard,de,36,0,0,2,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2023-08-03,9.99,9.99,standard,de,36,0,0,2,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2023-09-03,9.99,9.99,standard,de,36,0,0,2,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2023-10-03,9.99,9.99,standard,de,36,0,0,2,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2023-11-03,9.99,9.99,standard,de,36,0,0,2,0,0
adc79a30-a921-4bb4-bb40-510155b2e332,2023-12-03,9.99,9.99,standard,de,36,1,0,2,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2021-03-29,6.99,0,basic,de,58,0,0,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2021-04-29,6.99,6.99,basic,de,58,1,0,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2021-07-29,6.99,6.99,basic,de,58,0,1,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2021-08-29,6.99,6.99,basic,de,58,0,0,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2021-09-29,6.99,6.99,basic,de,58,0,0,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2021-10-29,6.99,6.99,basic,de,58,0,0,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2021-11-29,6.99,6.99,basic,de,58,1,0,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2022-03-28,6.99,6.99,basic,de,58,0,1,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2022-04-28,6.99,6.99,basic,de,58,0,0,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2022-05-28,6.99,6.99,basic,de,58,0,0,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2022-06-28,6.99,6.99,basic,de,58,1,0,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2022-10-28,6.99,6.99,basic,de,58,0,1,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2022-11-28,6.99,6.99,basic,de,58,0,0,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2022-12-28,6.99,6.99,basic,de,58,0,0,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2023-01-28,6.99,6.99,basic,de,58,0,0,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2023-02-28,6.99,6.99,basic,de,58,1,0,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2023-04-28,6.99,6.99,basic,de,58,0,1,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2023-05-28,6.99,6.99,basic,de,58,0,0,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2023-06-28,6.99,6.99,basic,de,58,0,0,1,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2023-07-28,9.99,6.99,standard,de,58,0,0,2,0,1
6b2b6f60-401a-4381-9ed6-ad66843de724,2023-08-28,9.99,9.99,standard,de,58,0,0,2,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2023-09-28,9.99,9.99,standard,de,58,0,0,2,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2023-10-28,9.99,9.99,standard,de,58,0,0,2,0,0
6b2b6f60-401a-4381-9ed6-ad66843de724,2023-11-28,9.99,9.99,standard,de,58,1,0,2,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2021-02-15,15.99,0,premium,de,24,1,0,3,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2021-04-15,15.99,15.99,premium,de,24,0,1,3,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2021-05-15,15.99,15.99,premium,de,24,0,0,3,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2021-06-15,6.99,15.99,basic,de,24,0,0,1,1,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2021-07-15,6.99,6.99,basic,de,24,0,0,1,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2021-08-15,6.99,6.99,basic,de,24,0,0,1,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2021-09-15,6.99,6.99,basic,de,24,0,0,1,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2021-10-15,6.99,6.99,basic,de,24,0,0,1,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2021-11-15,6.99,6.99,basic,de,24,0,0,1,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2021-12-15,6.99,6.99,basic,de,24,0,0,1,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2022-01-15,15.99,6.99,premium,de,24,0,0,3,0,1
6849139c-e0a7-4470-b2df-40f7d1e317ff,2022-02-15,15.99,15.99,premium,de,24,1,0,3,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2022-04-15,15.99,15.99,premium,de,24,0,1,3,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2022-05-15,15.99,15.99,premium,de,24,0,0,3,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2022-06-15,15.99,15.99,premium,de,24,0,0,3,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2022-07-15,15.99,15.99,premium,de,24,0,0,3,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2022-08-15,15.99,15.99,premium,de,24,0,0,3,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2022-09-15,15.99,15.99,premium,de,24,0,0,3,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2022-10-15,15.99,15.99,premium,de,24,0,0,3,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2022-11-15,15.99,15.99,premium,de,24,0,0,3,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2022-12-15,15.99,15.99,premium,de,24,0,0,3,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2023-01-15,15.99,15.99,premium,de,24,0,0,3,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2023-02-15,15.99,15.99,premium,de,24,0,0,3,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2023-03-15,15.99,15.99,premium,de,24,1,0,3,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2023-06-15,9.99,15.99,standard,de,24,1,1,2,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2023-09-15,9.99,9.99,standard,de,24,1,1,2,0,0
6849139c-e0a7-4470-b2df-40f7d1e317ff,2023-11-15,9.99,9.99,standard,de,24,1,1,2,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2021-04-06,9.99,0,standard,fr,62,0,0,2,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2021-05-06,9.99,9.99,standard,fr,62,0,0,2,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2021-06-06,9.99,9.99,standard,fr,62,0,0,2,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2021-07-06,9.99,9.99,standard,fr,62,0,0,2,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2021-08-06,9.99,9.99,standard,fr,62,0,0,2,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2021-09-06,9.99,9.99,standard,fr,62,0,0,2,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2021-10-06,9.99,9.99,standard,fr,62,0,0,2,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2021-11-06,9.99,9.99,standard,fr,62,0,0,2,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2021-12-06,9.99,9.99,standard,fr,62,0,0,2,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2022-01-06,9.99,9.99,standard,fr,62,0,0,2,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2022-02-06,9.99,9.99,standard,fr,62,0,0,2,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2022-03-06,9.99,9.99,standard,fr,62,0,0,2,0,0
